lemma,english,pos,frequency_rank,normalized_frequency,cefr_estimate,tags
mangen,,adjective,62,0.00174751298495055,A1,core adjective core_500 core_1000 core_2000
hvis,,conjunction,63,0.00169925886828623,A1,core conjunction core_500 core_1000 core_2000
tage,,verb,64,0.00156195854094213,A1,core verb core_500 core_1000 core_2000
da,,conjunction,65,0.00155520581067259,A1,core conjunction core_500 core_1000 core_2000
krone,,noun,66,0.0014532033407631,A1,core noun core_500 core_1000 core_2000
mange,,adjective,67,0.00143724759745912,A1,core adjective core_500 core_1000 core_2000
her,,adverb,68,0.00137771817779946,A1,core adverb core_500 core_1000 core_2000
deres,,pronoun,69,0.00135492965869096,A1,core pronoun core_500 core_1000 core_2000
gang,,noun,70,0.00131941723475289,A1,core noun core_500 core_1000 core_2000
tid,,noun,71,0.00131086903866423,A1,core noun core_500 core_1000 core_2000
måtte,,verb,72,0.00128341564365666,A1,core verb core_500 core_1000 core_2000
give,,verb,73,0.00125207225799826,A1,core verb core_500 core_1000 core_2000
mod,,preposition,74,0.00123689807040377,A1,core preposition core_500 core_1000 core_2000
end,,conjunction,75,0.0012221396748937,A1,core conjunction core_500 core_1000 core_2000
finde,,verb,76,0.00120452187499555,A1,core verb core_500 core_1000 core_2000
hvad,,pronoun,77,0.0012003239313838,A1,core pronoun core_500 core_1000 core_2000
kun,,adverb,78,0.00119224489106955,A1,core adverb core_500 core_1000 core_2000
ind,,adverb,79,0.00117094722004987,A1,core adverb core_500 core_1000 core_2000
stå,,verb,80,0.00115828557285859,A1,core verb core_500 core_1000 core_2000
du,,pronoun,81,0.00114730488190169,A1,core pronoun core_500 core_1000 core_2000
blandt,,preposition,82,0.00109369104962502,A1,core preposition core_500 core_1000 core_2000
lang,,adjective,83,0.00108135736677841,A1,core adjective core_500 core_1000 core_2000
første,,adjective,84,0.0010367286458021,A1,core adjective core_500 core_1000 core_2000
under,,preposition,85,0.00102869629871659,A1,core preposition core_500 core_1000 core_2000
så,,conjunction,86,0.00102576463099832,A1,core conjunction core_500 core_1000 core_2000
sted,,noun,87,0.00100969882508374,A1,core noun core_500 core_1000 core_2000
land,,noun,88,0.00100827468160741,A1,core noun core_500 core_1000 core_2000
hans,,pronoun,89,0.000952350646252018,A1,core pronoun core_500 core_1000 core_2000
selv,,pronoun,90,0.000951851473401998,A1,core pronoun core_500 core_1000 core_2000
barn,,noun,91,0.000948803072611896,A1,core noun core_500 core_1000 core_2000
procent,,noun,92,0.000946642954911252,A1,core noun core_500 core_1000 core_2000
fordi,,conjunction,93,0.000943094269527589,A1,core conjunction core_500 core_1000 core_2000
jo,,adverb,94,0.000935949093787989,A1,core adverb core_500 core_1000 core_2000
derfor,,adverb,95,0.000928582681083681,A1,core adverb core_500 core_1000 core_2000
lige,,adverb,96,0.00090012426991482,A1,core adverb core_500 core_1000 core_2000
sammen,,adverb,97,0.000898292116558844,A1,core adverb core_500 core_1000 core_2000
sen,,adjective,98,0.00089630209562001,A1,core adjective core_500 core_1000 core_2000
sidste,,adjective,99,0.000891622767054898,A1,core adjective core_500 core_1000 core_2000
mand,,noun,100,0.000890245316807292,A1,core noun core_500 core_1000 core_2000
selv,,adverb,101,0.000888059629005199,A1,core adverb core_500 core_1000 core_2000
ingen,,pronoun,102,0.000886453159588096,A1,core pronoun core_500 core_1000 core_2000
mellem,,preposition,103,0.000876420785871876,A1,core preposition core_500 core_1000 core_2000
sætte,,verb,104,0.000846888430442169,A1,core verb core_500 core_1000 core_2000
vise,,verb,105,0.000841752175281605,A1,core verb core_500 core_1000 core_2000
holde,,verb,106,0.000834353522014601,A1,core verb core_500 core_1000 core_2000
lidt,,adjective,107,0.000827395119189931,A1,core adjective core_500 core_1000 core_2000
om,,conjunction,108,0.000819237145084254,A1,core conjunction core_500 core_1000 core_2000
bruge,,verb,109,0.000818456701118298,A1,core verb core_500 core_1000 core_2000
lille,,adjective,110,0.000816742392577694,A1,core adjective core_500 core_1000 core_2000
tidlig,,adjective,111,0.000815597296730209,A1,core adjective core_500 core_1000 core_2000
hver,,pronoun,112,0.000810406566136123,A1,core pronoun core_500 core_1000 core_2000
samme,,adjective,113,0.000795136768597085,A1,core adjective core_500 core_1000 core_2000
mene,,verb,114,0.000794020578081672,A1,core verb core_500 core_1000 core_2000
både,,adverb,115,0.000788884322921107,A1,core adverb core_500 core_1000 core_2000
del,,noun,116,0.000777363324603156,A1,core noun core_500 core_1000 core_2000
med,,adverb,117,0.00077656509274054,A1,core adverb core_500 core_1000 core_2000
gammel,,adjective,118,0.00075959210409631,A1,core adjective core_500 core_1000 core_2000
nok,,adverb,119,0.000751883274381298,A1,core adverb core_500 core_1000 core_2000
kommune,,noun,120,0.000746061073455783,A1,core noun core_500 core_1000 core_2000
liden,,adjective,121,0.000745310646565441,A1,core adjective core_500 core_1000 core_2000
mens,,conjunction,122,0.000737310540042622,A1,core conjunction core_500 core_1000 core_2000
dog,,adverb,123,0.000730740135713847,A1,core adverb core_500 core_1000 core_2000
for,,conjunction,124,0.000727536090827971,A1,core conjunction core_500 core_1000 core_2000
skrive,,verb,125,0.000709245686087362,A1,core verb core_500 core_1000 core_2000
bare,,adverb,126,0.000699519041844985,A1,core adverb core_500 core_1000 core_2000
hos,,preposition,127,0.000691848011410375,A1,core preposition core_500 core_1000 core_2000
høj,,adjective,128,0.000679317549956971,A1,core adjective core_500 core_1000 core_2000
menneske,,noun,129,0.000675507604841115,A1,core noun core_500 core_1000 core_2000
ligge,,verb,130,0.000657735272590728,A1,core verb core_500 core_1000 core_2000
replik,,noun,131,0.000655486215406784,A1,core noun core_500 core_1000 core_2000
tilbage,,adverb,132,0.0006451125364234,A1,core adverb core_500 core_1000 core_2000
ske,,verb,133,0.000639716133274184,A1,core verb core_500 core_1000 core_2000
igen,,adverb,134,0.000631414744251686,A1,core adverb core_500 core_1000 core_2000
siden,,adverb,135,0.000629470304798044,A1,core adverb core_500 core_1000 core_2000
sag,,noun,136,0.000628726548368949,A1,core noun core_500 core_1000 core_2000
regering,,noun,137,0.000622954375902791,A1,core noun core_500 core_1000 core_2000
eksempel,,noun,138,0.00062009385977116,A1,core noun core_500 core_1000 core_2000
frem,,adverb,139,0.000613859201991842,A1,core adverb core_500 core_1000 core_2000
verden,,noun,140,0.00060761120329003,A1,core noun core_500 core_1000 core_2000
måske,,adverb,141,0.000603312091016025,A1,core adverb core_500 core_1000 core_2000
sådan,,adverb,142,0.000601787890620974,A1,core adverb core_500 core_1000 core_2000
folk,,noun,143,0.000599437664774776,A1,core noun core_500 core_1000 core_2000
vide,,verb,144,0.000599332049138358,A1,core verb core_500 core_1000 core_2000
lave,,verb,145,0.000597018510829021,A1,core verb core_500 core_1000 core_2000
uden,,preposition,146,0.000596551578541697,A1,core preposition core_500 core_1000 core_2000
tale,,verb,147,0.000596487097416304,A1,core verb core_500 core_1000 core_2000
endnu,,adverb,148,0.00059501292548061,A1,core adverb core_500 core_1000 core_2000
egen,,adjective,149,0.000594507082169342,A1,core adjective core_500 core_1000 core_2000
ung,,adjective,150,0.000594361443765439,A1,core adjective core_500 core_1000 core_2000
hvordan,,adverb,151,0.000593074044744674,A1,core adverb core_500 core_1000 core_2000
problem,,noun,152,0.000585198453498474,A1,core noun core_500 core_1000 core_2000
spille,,verb,153,0.000581117242958554,A1,core verb core_500 core_1000 core_2000
side,,noun,154,0.000577688625877345,A1,core noun core_500 core_1000 core_2000
uge,,noun,155,0.000576539083055695,A1,core noun core_500 core_1000 core_2000
årig,,adjective,156,0.000575176085474125,A1,core adjective core_500 core_1000 core_2000
vej,,noun,157,0.000573880904248572,A1,core noun core_500 core_1000 core_2000
minut,,noun,158,0.000572421184978913,A1,core noun core_500 core_1000 core_2000
penge,,noun,159,0.000568928086772313,A1,core noun core_500 core_1000 core_2000
vores,,pronoun,160,0.000568838035545472,A1,core pronoun core_500 core_1000 core_2000
ned,,adverb,161,0.000568753543036337,A1,core adverb core_500 core_1000 core_2000
fortælle,,verb,162,0.00056129040864394,A1,core verb core_500 core_1000 core_2000
rigtig,,adjective,163,0.000554873424923858,A1,core adjective core_500 core_1000 core_2000
tro,,verb,164,0.000551031239245306,A1,core verb core_500 core_1000 core_2000
kamp,,noun,165,0.00055013517395106,A1,core noun core_500 core_1000 core_2000
klar,,adjective,166,0.000548628761452669,A1,core adjective core_500 core_1000 core_2000
kvinde,,noun,167,0.000543243475738865,A1,core noun core_500 core_1000 core_2000
ifølge,,preposition,168,0.000540123923362124,A1,core preposition core_500 core_1000 core_2000
liv,,noun,169,0.000538520789175644,A1,core noun core_500 core_1000 core_2000
omkring,,preposition,170,0.000536507421622444,A1,core preposition core_500 core_1000 core_2000
virksomhed,,noun,171,0.000525229895140027,A1,core noun core_500 core_1000 core_2000
politisk,,adjective,172,0.000524899707308276,A1,core adjective core_500 core_1000 core_2000
by,,noun,173,0.000523725706128718,A1,core noun core_500 core_1000 core_2000
lægge,,verb,174,0.000520443839194955,A1,core verb core_500 core_1000 core_2000
stadig,,adverb,175,0.000518482723588194,A1,core adverb core_500 core_1000 core_2000
forhold,,noun,176,0.000515474345565577,A1,core noun core_500 core_1000 core_2000
først,,adverb,177,0.000513051856389198,A1,core adverb core_500 core_1000 core_2000
måde,,noun,178,0.000511886749157971,A1,core noun core_500 core_1000 core_2000
mulighed,,noun,179,0.00050965881510131,A1,core noun core_500 core_1000 core_2000
arbejde,,verb,180,0.000509389773164328,A1,core verb core_500 core_1000 core_2000
gennem,,preposition,181,0.00050085602974171,A1,core preposition core_500 core_1000 core_2000
lade,,verb,182,0.000497564157116075,A1,core verb core_500 core_1000 core_2000
arbejde,,noun,183,0.000496116667025371,A1,core noun core_500 core_1000 core_2000
grund,,noun,184,0.000493092724593177,A1,core noun core_500 core_1000 core_2000
over,,adverb,185,0.000491879812389675,A1,core adverb core_500 core_1000 core_2000
allerede,,adverb,186,0.000482961405701786,A1,core adverb core_500 core_1000 core_2000
begynde,,verb,187,0.000482623435665246,A1,core verb core_500 core_1000 core_2000
samtidig,,adverb,188,0.000481444987511524,A1,core adverb core_500 core_1000 core_2000
politi,,noun,189,0.00047246988190303,A1,core noun core_500 core_1000 core_2000
køre,,verb,190,0.000471735019422265,A1,core verb core_500 core_1000 core_2000
bog,,noun,191,0.000471343685695746,A1,core noun core_500 core_1000 core_2000
skabe,,verb,192,0.000468353095569789,A1,core verb core_500 core_1000 core_2000
vælge,,verb,193,0.000466572082416711,A1,core verb core_500 core_1000 core_2000
da,,adverb,194,0.000462807718786045,A1,core adverb core_500 core_1000 core_2000
område,,noun,195,0.000460171774849747,A1,core noun core_500 core_1000 core_2000
måned,,noun,196,0.000456993300065319,A1,core noun core_500 core_1000 core_2000
sidde,,verb,197,0.000450139401133527,A1,core verb core_500 core_1000 core_2000
altså,,adverb,198,0.000446977602502218,A1,core adverb core_500 core_1000 core_2000
gerne,,adverb,199,0.000446187152844391,A1,core adverb core_500 core_1000 core_2000
par,,noun,200,0.000441349956696422,A1,core noun core_500 core_1000 core_2000
svær,,adjective,201,0.000439612301541451,A1,core adjective core_500 core_1000 core_2000
min,,pronoun,202,0.000438441635592517,A1,core pronoun core_500 core_1000 core_2000
række,,noun,203,0.000435685623353764,A1,core noun core_500 core_1000 core_2000
aldrig,,adverb,204,0.000434025790246681,A1,core adverb core_500 core_1000 core_2000
netop,,adverb,205,0.000432594976309095,A1,core adverb core_500 core_1000 core_2000
følge,,verb,206,0.000427964564459798,A1,core verb core_500 core_1000 core_2000
altid,,adverb,207,0.000426674941951951,A1,core adverb core_500 core_1000 core_2000
skole,,noun,208,0.000424638227784385,A1,core noun core_500 core_1000 core_2000
plads,,noun,209,0.000422405846753559,A1,core noun core_500 core_1000 core_2000
amerikansk,,adjective,210,0.000417949978640238,A1,core adjective core_500 core_1000 core_2000
familie,,noun,211,0.000417056136833075,A1,core noun core_500 core_1000 core_2000
betyde,,verb,212,0.000416260128457541,A1,core verb core_500 core_1000 core_2000
høre,,verb,213,0.000414911583542008,A1,core verb core_500 core_1000 core_2000
vigtig,,adjective,214,0.000413545250729814,A1,core adjective core_500 core_1000 core_2000
går,,noun,215,0.000413437411606313,A1,core noun core_500 core_1000 core_2000
næste,,adjective,216,0.000410652494035488,A1,core adjective core_500 core_1000 core_2000
slå,,verb,217,0.000406571283495567,A1,core verb core_500 core_1000 core_2000
klokke,,noun,218,0.000404773594189369,A1,core noun core_500 core_1000 core_2000
million,,noun,219,0.000403231605897659,A1,core noun core_500 core_1000 core_2000
pris,,noun,220,0.000402938105602769,A1,core noun core_500 core_1000 core_2000
nemlig,,adverb,221,0.000399009203927999,A1,core adverb core_500 core_1000 core_2000
historie,,noun,222,0.000398321034675967,A1,core noun core_500 core_1000 core_2000
tænke,,verb,223,0.000397809632646993,A1,core verb core_500 core_1000 core_2000
ting,,noun,224,0.000397000283348965,A1,core noun core_500 core_1000 core_2000
bil,,noun,225,0.000395444954134759,A1,core noun core_500 core_1000 core_2000
møde,,verb,226,0.000394890194107676,A1,core verb core_500 core_1000 core_2000
kende,,verb,227,0.000393890736664095,A1,core verb core_500 core_1000 core_2000
forskellig,,adjective,228,0.000393223690539346,A1,core adjective core_500 core_1000 core_2000
få,,adjective,229,0.000391248122266549,A1,core adjective core_500 core_1000 core_2000
syne,,verb,230,0.000390444331686226,A1,core verb core_500 core_1000 core_2000
film,,noun,231,0.000389614971004455,A1,core noun core_500 core_1000 core_2000
sende,,verb,232,0.000388712235248962,A1,core verb core_500 core_1000 core_2000
falde,,verb,233,0.000386287522585501,A1,core verb core_500 core_1000 core_2000
hus,,noun,234,0.0003833469609189,A1,core noun core_500 core_1000 core_2000
formand,,noun,235,0.000381569282996445,A1,core noun core_500 core_1000 core_2000
burde,,verb,236,0.000375410223777932,A1,core verb core_500 core_1000 core_2000
hendes,,pronoun,237,0.000374798764830246,A1,core pronoun core_500 core_1000 core_2000
samle,,verb,238,0.000374370743566866,A1,core verb core_500 core_1000 core_2000
direktør,,noun,239,0.00037364366329089,A1,core noun core_500 core_1000 core_2000
aften,,noun,240,0.000371138905092458,A1,core noun core_500 core_1000 core_2000
parti,,noun,241,0.000370777588441553,A1,core noun core_500 core_1000 core_2000
rundt,,adverb,242,0.000370344008460466,A1,core adverb core_500 core_1000 core_2000
spørgsmål,,noun,243,0.000368258377577085,A1,core noun core_500 core_1000 core_2000
inden,,preposition,244,0.000367043241886501,A1,core preposition core_500 core_1000 core_2000
medlem,,noun,245,0.000366211657717648,A1,core noun core_500 core_1000 core_2000
mulig,,adjective,246,0.000365506812312497,A1,core adjective core_500 core_1000 core_2000
jeg,,noun,247,0.00036450290789475,A1,core noun core_500 core_1000 core_2000
økonomisk,,adjective,248,0.000363345582868311,A1,core adjective core_500 core_1000 core_2000
hurtig,,adjective,249,0.000363302224870203,A1,core adjective core_500 core_1000 core_2000
købe,,verb,250,0.00036232833752807,A1,core verb core_500 core_1000 core_2000
alt,,adverb,251,0.000360120414855151,A1,core adverb core_500 core_1000 core_2000
dansker,,noun,252,0.000358945301932052,A1,core noun core_500 core_1000 core_2000
stærk,,adjective,253,0.000358650689893622,A1,core adjective core_500 core_1000 core_2000
vinde,,verb,254,0.000355037523384567,A1,core verb core_500 core_1000 core_2000
næsten,,adverb,255,0.000351043028840863,A1,core adverb core_500 core_1000 core_2000
særlig,,adjective,256,0.000349986872476678,A1,core adjective core_500 core_1000 core_2000
betale,,verb,257,0.000346278096023075,A1,core verb core_500 core_1000 core_2000
leve,,verb,258,0.000344244717086133,A1,core verb core_500 core_1000 core_2000
enkelt,,adjective,259,0.000342055694053416,A1,core adjective core_500 core_1000 core_2000
handle,,verb,260,0.000341798881295388,A1,core verb core_500 core_1000 core_2000
ellers,,adverb,261,0.000341778869911645,A1,core adverb core_500 core_1000 core_2000
nå,,verb,262,0.000341000649432772,A1,core verb core_500 core_1000 core_2000
vente,,verb,263,0.000340901704257601,A1,core verb core_500 core_1000 core_2000
heller,,adverb,264,0.000339753273179492,A1,core adverb core_500 core_1000 core_2000
hold,,noun,265,0.000339192954434703,A1,core noun core_500 core_1000 core_2000
ønske,,verb,266,0.00033734634841269,A1,core verb core_500 core_1000 core_2000
blot,,adverb,267,0.000337099541346533,A1,core adverb core_500 core_1000 core_2000
selskab,,noun,268,0.000336632609059209,A1,core noun core_500 core_1000 core_2000
dermed,,adverb,269,0.000336074513801503,A1,core adverb core_500 core_1000 core_2000
samt,,conjunction,270,0.000335669839152489,A1,core conjunction core_500 core_1000 core_2000
cirka,,adverb,271,0.00033485159590613,A1,core adverb core_500 core_1000 core_2000
fald,,noun,272,0.000332566962928866,A1,core noun core_500 core_1000 core_2000
stige,,verb,273,0.00033144743718283,A1,core verb core_500 core_1000 core_2000
gruppe,,noun,274,0.000331093902736713,A1,core noun core_500 core_1000 core_2000
lov,,noun,275,0.000328924891087738,A1,core noun core_500 core_1000 core_2000
kalde,,verb,276,0.000328353454907537,A1,core verb core_500 core_1000 core_2000
billede,,noun,277,0.000327657503450716,A1,core noun core_500 core_1000 core_2000
faktisk,,adjective,278,0.000326994904300132,A1,core adjective core_500 core_1000 core_2000
mål,,noun,279,0.000324950407927777,A1,core noun core_500 core_1000 core_2000
lyde,,verb,280,0.000323898698537757,A1,core verb core_500 core_1000 core_2000
især,,adverb,281,0.000321988723133893,A1,core adverb core_500 core_1000 core_2000
videre,,adverb,282,0.000319584021854174,A1,core adverb core_500 core_1000 core_2000
international,,adjective,283,0.000319555116522102,A1,core adjective core_500 core_1000 core_2000
stille,,verb,284,0.000318378891855462,A1,core verb core_500 core_1000 core_2000
offentlig,,adjective,285,0.000318053150997876,A1,core adjective core_500 core_1000 core_2000
ord,,noun,286,0.000317708510500089,A1,core noun core_500 core_1000 core_2000
time,,noun,287,0.000317268260057755,A1,core noun core_500 core_1000 core_2000
forsøge,,verb,288,0.000315565068952563,A1,core verb core_500 core_1000 core_2000
læse,,verb,289,0.000314944716056547,A1,core verb core_500 core_1000 core_2000
bag,,preposition,290,0.000314532259202744,A1,core preposition core_500 core_1000 core_2000
politiker,,noun,291,0.000311754012093166,A1,core noun core_500 core_1000 core_2000
gælde,,verb,292,0.000309522742805882,A1,core verb core_500 core_1000 core_2000
føre,,verb,293,0.000306357608943949,A1,core verb core_500 core_1000 core_2000
alligevel,,adverb,294,0.000306240875872118,A1,core adverb core_500 core_1000 core_2000
ofte,,adverb,295,0.00030571724466419,A1,core adverb core_500 core_1000 core_2000
brug,,noun,296,0.000303859521206765,A1,core noun core_500 core_1000 core_2000
kort,,adjective,297,0.000303785034389502,A1,core adjective core_500 core_1000 core_2000
bank,,noun,298,0.000302608809722862,A1,core noun core_500 core_1000 core_2000
person,,noun,299,0.000301253594346081,A1,core noun core_500 core_1000 core_2000
nær,,adjective,300,0.00029959598472608,A1,core adjective core_500 core_1000 core_2000
udvikling,,noun,301,0.000297598181582458,A1,core noun core_500 core_1000 core_2000
resultat,,noun,302,0.000297171272062619,A1,core noun core_500 core_1000 core_2000
trække,,verb,303,0.000296262977589419,A1,core verb core_500 core_1000 core_2000
leder,,noun,304,0.00029605841677783,A1,core noun core_500 core_1000 core_2000
forbindelse,,noun,305,0.000295816056685838,A1,core noun core_500 core_1000 core_2000
sikre,,verb,306,0.000295200150763986,A1,core verb core_500 core_1000 core_2000
navn,,noun,307,0.000294879968624107,A1,core noun core_500 core_1000 core_2000
øvrig,,adjective,308,0.000293690403034972,A1,core adjective core_500 core_1000 core_2000
hvorfor,,adverb,309,0.000292887724198191,A1,core adverb core_500 core_1000 core_2000
siden,,preposition,310,0.000292733191845957,A1,core preposition core_500 core_1000 core_2000
løb,,noun,311,0.000291677035481772,A1,core noun core_500 core_1000 core_2000
form,,noun,312,0.000291184533092999,A1,core noun core_500 core_1000 core_2000
forklare,,verb,313,0.000291113381506359,A1,core verb core_500 core_1000 core_2000
uden,,adverb,314,0.000290529716147204,A1,core adverb core_500 core_1000 core_2000
fast,,adjective,315,0.000289033309340685,A1,core adjective core_500 core_1000 core_2000
ganske,,adverb,316,0.000284601899585271,A1,core adverb core_500 core_1000 core_2000
ansætte,,verb,317,0.000284347310314325,A1,core verb core_500 core_1000 core_2000
før,,preposition,318,0.000283622453525432,A1,core preposition core_500 core_1000 core_2000
hvem,,pronoun,319,0.000283340070665955,A1,core pronoun core_500 core_1000 core_2000
grad,,noun,320,0.000280917581489576,A1,core noun core_500 core_1000 core_2000
hård,,adjective,321,0.000280472884073077,A1,core adjective core_500 core_1000 core_2000
sikker,,adjective,322,0.000277026479095209,A1,core adjective core_500 core_1000 core_2000
før,,conjunction,323,0.000276344980304424,A1,core conjunction core_500 core_1000 core_2000
føle,,verb,324,0.000276069267906194,A1,core verb core_500 core_1000 core_2000
tæt,,adjective,325,0.000275066475231989,A1,core adjective core_500 core_1000 core_2000
opleve,,verb,326,0.000274427222695771,A1,core verb core_500 core_1000 core_2000
eneste,,adjective,327,0.000273033096295046,A1,core adjective core_500 core_1000 core_2000
projekt,,noun,328,0.000272512800317743,A1,core noun core_500 core_1000 core_2000
tysk,,adjective,329,0.000272423860834443,A1,core adjective core_500 core_1000 core_2000
samfund,,noun,330,0.000272240423150137,A1,core noun core_500 core_1000 core_2000
bo,,verb,331,0.000271898006139433,A1,core verb core_500 core_1000 core_2000
kræve,,verb,332,0.000269654507673194,A1,core verb core_500 core_1000 core_2000
spørge,,verb,333,0.000265260897198183,A1,core verb core_500 core_1000 core_2000
hjælpe,,verb,334,0.000264738377733797,A1,core verb core_500 core_1000 core_2000
forstå,,verb,335,0.000263375380152227,A1,core verb core_500 core_1000 core_2000
møde,,noun,336,0.000262566030854198,A1,core noun core_500 core_1000 core_2000
selvfølgelig,,adverb,337,0.000262313665070335,A1,core adverb core_500 core_1000 core_2000
dårlig,,adjective,338,0.000261467628235446,A1,core adjective core_500 core_1000 core_2000
således,,adverb,339,0.000260454829869369,A1,core adverb core_500 core_1000 core_2000
situation,,noun,340,0.000259274158228564,A1,core noun core_500 core_1000 core_2000
svare,,verb,341,0.00025852261959468,A1,core verb core_500 core_1000 core_2000
fortsætte,,verb,342,0.000258176867353352,A1,core verb core_500 core_1000 core_2000
plan,,noun,343,0.000257644342197095,A1,core noun core_500 core_1000 core_2000
hånd,,noun,344,0.000257549843996088,A1,core noun core_500 core_1000 core_2000
fri,,adjective,345,0.00025689169181967,A1,core adjective core_500 core_1000 core_2000
universitet,,noun,346,0.000256860563000515,A1,core noun core_500 core_1000 core_2000
avis,,noun,347,0.000255334139118382,A1,core noun core_500 core_1000 core_2000
valg,,noun,348,0.000254105662505303,A1,core noun core_500 core_1000 core_2000
opgave,,noun,349,0.00025363094801319,A1,core noun core_500 core_1000 core_2000
tal,,noun,350,0.000253458627764297,A1,core noun core_500 core_1000 core_2000
slags,,noun,351,0.000250918293772545,A1,core noun core_500 core_1000 core_2000
klub,,noun,352,0.000249971088275402,A1,core noun core_500 core_1000 core_2000
